"Status","Progress","Duration__in_seconds_","Finished","DistributionChannel","UserLanguage","Gender","Age","Race_White","Race_Black","Race_American_Indian","Race_Asian","Race_Native_Hawaiian","Race_Other","Race_Other_Text","Ethnicity","Type_of_Phone","Type_of_Phone_Other_Text","Timing_First_Click_1","Timing_Last_Click_1","Timing_Page_Submit_1","Timing_Click_Count_1","Timing_First_Click_2","Timing_Last_Click_2","Timing_Page_Submit_2","Timing_Click_Count_2","Frequency_Text_Messages","Frequency_Text_Communication","Frequency_Text_Communication_iPhone","Frequency_Text_Communication_Android","Emoji_Use_Attitude_Useless_Useful","Emoji_Use_Attitude_Uninteresting_Interesting","Emoji_Use_Attitude_Boring_Fun","Emoji_Use_Attitude_Easy_Hard","Emoji_Use_Attitude_Informal_Formal","Emoji_Use_Attitude_Bad_Good","Emoji_Use_Motive_Express_Feeling_To_Others","Emoji_Use_Motive_Strengthen_Message_Content","Emoji_Use_Motive_Soften_Message_Content","Emoji_Use_Motive_Make_Content_Ironic_Sarcastic","Emoji_Use_Motive_Make_Content_Fun_Comic","Emoji_Use_Motive_Make_Content_Serious","Emoji_Use_Motive_Make_Content_Positive","Emoji_Use_Motive_Make_Content_Negative","Emoji_Use_Motive_Express_Images_Not_Words","CMC_Effectiveness_Get_What_I_Want","CMC_Effectiveness_Achieve_Goals","CMC_Effectiveness_Interactions_Accomplish_Goals","CMC_Effectiveness_Effective_Conversations","Online_Attitudes_Meeting_People_Important_Regardless_Mode","Online_Attitudes_Never_Use_Internet_To_Make_Friends","Online_Attitudes_Do_Not_Understand_Making_Friends_Online","Online_Attitudes_Online_Relationships_Not_Strong","Online_Attitudes_Like_Making_Friends_Online","Online_Attitudes_Online_Romantic_Partners_Desperate","Online_Attitudes_Nothing_Wrong_Making_Friends_Online","Online_Attitudes_Never_Meet_Online_Offline","Online_Attitudes_Better_Friends_In_Person_Community","Online_Attitudes_Internet_Broadens_Horizons","Online_Attitudes_Internet_Good_For_Relationships","Online_Attitudes_Frown_On_Online_Relationships","Online_Attitudes_Online_Friends_Become_Common","Online_Attitudes_Do_Not_Believe_Find_Love_Online","Online_Attitudes_Online_Relationships_People_Different","Attitudes_Composite","CMC_Effectiveness_Composite","Motives_Composite","Condition","Online_Attitudes_Composite","condition_dummy","q26_2r","q26_3r","q26_4r","q26_6r","q26_8r","q26_9r","q26_12r","q26_14r","q26_15r","online_rel_form","filter_.","AGE_RECODED"
0,6,12,0,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,6,14,0,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,100,95,1,"preview","EN",NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," ",4.396,29.092,30.686,16,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,5,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,100,70,1,"preview","EN",NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," ",0,0,9.403,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,100,143,1,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," ",0,0,3.822,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,100,23,1,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," ",0,0,1.123,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,100,13,1,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," ",0,0,1.086,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,100,26,1,"preview","EN",NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," ",0,0,5.461,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,100,36,1,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," ",0,0,1.882,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,100,195,1,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," ",0,0,0.972,0,NA,NA,NA,NA,10,6,6,6,7,7,7,1,1,6,7,7,7,7,7,1,7,1,6,4,4,4,4,4,2,3,1,1,3,4,4,4,4,3,1,4,2,3,5.6,4,5.55555555555556,1,11.7857142857143,1,3,2,4,2,1,1,4,3,2,2.8,NA,NA
0,59,9,0,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," ",0,0,1.734,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,59,23,0,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," ",0,0,1.893,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,100,35,1,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," ",0,0,1.696,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,59,12,0,"anonymous","EN",NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA," ",0,0,5.039,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,100,424,1,"anonymous","EN",1,NA,NA,NA,NA,1,NA,NA," ",2,1," ",1.176,1.176,2.954,1,NA,NA,NA,NA,9,5,6,6,6,7,6,1,4,4,4,4,4,5,6,4,5,6,5,3,3,3,3,2,3,2,2,2,3,3,2,2,2,3,3,2,3,2,5.4,3,4.77777777777778,1,11.3571428571429,1,2,3,3,2,3,3,2,2,3,2.46666666666667,1,NA
0,82,29,0,"anonymous","EN",1,NA,NA,NA,NA,NA,NA,NA," ",NA,1," ",0,0,2.254,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,59,18,0,"anonymous","EN",3,12,NA,NA,NA,NA,NA,1," ",2,1," ",0,0,2.182,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
0,100,512,1,"anonymous","EN",2,17,1,NA,NA,NA,NA,NA," ",2,1," ",28.207,28.207,28.665,1,NA,NA,NA,NA,9,7,7,7,7,7,7,1,2,6,7,6,6,7,6,1,6,1,5,4,3,4,5,4,2,2,3,2,2,3,3,4,2,3,2,3,1,1,5.8,4,5,1,11.4285714285714,1,3,3,2,3,2,1,3,4,4,2.8,1,1
0,100,678,1,"anonymous","EN",2,17,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,4.994,0,NA,NA,NA,NA,7,5,6,1,6,6,7,2,1,6,7,7,7,7,7,1,6,2,5,4,4,4,4,3,3,2,4,1,2,4,3,2,4,2,1,4,2,1,5.2,4,5.44444444444444,1,11.4285714285714,1,2,3,1,3,2,3,4,3,4,2.86666666666667,1,1
0,100,55,1,"anonymous","EN",1,18,NA,NA,NA,1,NA,NA," ",2,1," ",2.245,2.245,2.298,1,NA,NA,NA,NA,4,6,6,6,5,4,3,3,4,4,5,4,3,3,3,4,5,6,5,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,4,3,4,2.75,4.22222222222222,1,11.9285714285714,1,2,2,3,2,3,2,2,1,2,2.46666666666667,1,1
0,100,696,1,"anonymous","EN",2,18,1,NA,NA,NA,NA,NA," ",2,1," ",1.766,1.766,2.311,1,NA,NA,NA,NA,4,5,5,1,6,6,7,1,2,7,7,7,7,7,7,2,7,5,7,4,5,5,5,4,3,2,2,2,3,3,3,2,4,3,3,3,1,2,5.6,4.75,6.22222222222222,1,11.6428571428571,1,2,3,3,2,2,3,2,4,3,2.86666666666667,1,1
0,100,103,1,"anonymous","EN",2,18,NA,NA,NA,NA,NA,1," ",1,1," ",1.283,1.283,2.036,1,NA,NA,NA,NA,10,7,7,1,7,7,7,1,1,7,6,6,6,6,6,6,6,6,6,3,4,4,4,2,3,3,3,3,NA,2,2,2,2,2,2,2,2,2,5.8,3.75,6,1,NA,1,2,2,2,NA,3,3,3,3,3,NA,1,1
0,100,194,1,"anonymous","EN",1,18,1,NA,NA,NA,NA,NA," ",2,1," ",0.974,0.974,3.02,1,NA,NA,NA,NA,7,7,7,7,7,7,7,1,1,7,7,7,7,7,7,1,7,7,7,5,5,5,5,4,1,1,1,1,2,4,2,4,4,4,1,4,1,1,5.8,5,6.33333333333333,1,11.2142857142857,1,4,4,4,3,3,1,4,4,4,3.46666666666667,1,1
0,100,46,1,"anonymous","EN",1,18,NA,NA,NA,1,NA,NA," ",2,1," ",0.88,0.88,1.279,1,NA,NA,NA,NA,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,5,7,1,13,1,1,1,1,1,1,1,1,1,1,2.2,1,1
0,100,252,1,"anonymous","EN",2,18,1,NA,NA,1,NA,NA," ",2,1," ",0,0,3.891,0,NA,NA,NA,NA,7,5,5,1,6,6,7,1,1,5,5,5,7,7,7,2,7,1,6,4,4,3,3,3,2,2,3,3,3,4,2,2,4,3,2,4,2,2,5,3.5,5.22222222222222,1,11.6428571428571,1,3,3,2,2,3,3,3,3,3,3.06666666666667,1,1
0,100,358,1,"anonymous","EN",2,18,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,4.453,0,NA,NA,NA,NA,9,6,6,NA,6,7,7,1,1,7,7,7,7,7,6,1,4,1,7,4,4,4,4,4,4,3,2,1,2,3,4,2,3,2,2,3,2,2,5.6,4,5.22222222222222,1,11.5714285714286,1,1,2,3,3,1,3,3,3,3,2.53333333333333,1,1
0,100,387,1,"anonymous","EN",1,18,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,2.968,0,NA,NA,NA,NA,5,4,5,1,6,6,6,2,1,7,6,6,5,4,7,1,5,2,6,4,4,4,4,3,1,1,4,3,1,3,2,3,3,3,1,4,2,1,5.2,4,4.66666666666667,1,11.2857142857143,1,4,4,1,4,3,2,4,3,4,3.2,1,1
0,100,163,1,"anonymous","EN",2,18,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,1.958,0,NA,NA,NA,NA,5,2,4,1,4,5,6,1,1,6,7,5,7,7,7,1,7,1,7,4,5,5,5,4,2,2,4,3,1,4,1,3,3,3,1,4,1,2,4.4,4.75,5.44444444444444,1,11.4285714285714,1,3,3,1,4,4,2,4,4,3,3.26666666666667,1,1
0,100,286,1,"anonymous","EN",2,18,NA,NA,NA,1,NA,NA," ",2,1," ",0,0,10.729,0,NA,NA,NA,NA,7,6,5,5,6,6,7,1,4,6,7,7,7,7,7,4,4,4,6,4,4,4,4,4,2,4,3,3,1,4,2,3,3,3,1,3,3,2,5.8,4,5.88888888888889,1,11.6428571428571,1,3,1,2,4,3,2,4,2,3,2.93333333333333,1,1
0,100,450,1,"anonymous","EN",1,18,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,9.425,0,NA,NA,NA,NA,9,4,5,5,6,6,6,1,2,6,7,7,7,5,6,1,6,6,7,4,4,3,4,1,2,3,4,1,2,2,3,4,3,2,1,2,1,2,5.2,3.75,5.77777777777778,1,11.2142857142857,1,3,2,1,3,2,1,4,4,3,2.26666666666667,1,1
0,100,353,1,"anonymous","EN",1,18,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,1.244,0,NA,NA,NA,NA,4,3,5,1,5,5,4,1,2,5,7,6,6,7,6,4,5,4,6,4,4,4,5,3,2,3,3,2,3,2,3,4,3,3,3,3,2,3,4.2,4.25,5.66666666666667,1,11.8571428571429,1,3,2,2,2,2,1,2,3,2,2.33333333333333,1,1
0,100,267,1,"anonymous","EN",1,18,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,3.093,0,NA,NA,NA,NA,10,7,7,6,7,7,7,1,2,7,7,7,6,5,6,2,6,2,7,5,4,4,4,4,3,3,4,3,4,4,1,1,1,3,1,3,1,1,6,4.25,5.33333333333333,1,11.3571428571429,1,2,2,1,1,4,4,4,4,4,2.93333333333333,1,1
0,100,401,1,"anonymous","EN",2,18,1,1,NA,1,1,NA," ",2,1," ",0,0,1.909,0,NA,NA,NA,NA,9,5,5,5,5,7,7,4,3,5,7,7,6,7,7,2,7,4,6,4,4,4,4,3,1,2,2,3,1,4,2,2,3,2,1,3,2,1,5.4,4,5.88888888888889,1,11,1,4,3,3,4,3,3,4,3,4,3.26666666666667,1,1
0,100,295,1,"anonymous","EN",2,18,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,5.508,0,NA,NA,NA,NA,9,6,6,3,7,7,7,2,1,7,7,7,7,7,7,1,7,1,7,4,4,4,4,4,1,1,1,2,1,4,1,1,4,3,1,4,1,1,5.8,4,5.66666666666667,1,10.8571428571429,1,4,4,4,4,4,4,4,4,4,3.8,1,1
0,100,230,1,"anonymous","EN",2,18,NA,NA,NA,1,NA,NA," ",2,1," ",0,0,5.09,0,NA,NA,NA,NA,7,4,4,4,6,6,6,3,1,4,7,7,7,7,7,7,7,7,5,2,2,2,2,3,3,2,3,1,2,3,2,4,4,2,1,4,2,1,4.6,2,6.77777777777778,1,11.4285714285714,1,2,3,2,3,3,1,4,3,4,2.8,1,1
0,100,179,1,"anonymous","EN",2,18,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,1.11,0,NA,NA,NA,NA,10,7,7,1,6,6,7,2,2,5,6,7,7,6,6,2,5,2,4,4,5,5,5,4,3,2,2,3,3,3,2,3,3,2,2,3,2,2,5.2,4.75,5,1,11.5714285714286,1,2,3,3,2,3,2,3,3,3,2.8,1,1
0,100,143,1,"anonymous","EN",1,18,NA,NA,NA,1,NA,NA," ",2,1," ",0,0,1.445,0,NA,NA,NA,NA,7,4,4,2,6,6,6,3,3,6,4,3,4,5,6,5,5,5,5,4,4,4,4,4,1,1,1,3,2,2,2,3,2,3,3,3,2,2,5.4,4,4.66666666666667,1,11.2857142857143,1,4,4,4,3,3,2,2,3,3,3,1,1
0,100,164,1,"anonymous","EN",2,18,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,1.461,0,NA,NA,NA,NA,7,7,7,1,6,6,6,2,2,6,6,6,6,6,6,4,6,4,5,4,4,4,4,2,3,3,3,2,2,3,3,3,2,3,2,3,2,2,5.2,4,5.44444444444444,1,11.5,1,2,2,2,3,2,2,3,3,3,2.46666666666667,1,1
0,100,188,1,"anonymous","EN",2,18,1,NA,NA,1,NA,NA," ",1,1," ",0,0,2.003,0,NA,NA,NA,NA,10,7,7,3,5,6,7,2,2,6,6,6,6,6,7,4,6,3,5,4,4,4,5,4,3,3,4,1,1,3,2,3,3,2,2,3,2,2,5.2,4.25,5.44444444444444,1,11.5,1,2,2,1,4,3,2,3,3,3,2.6,1,1
0,100,337,1,"anonymous","EN",1,18,1,NA,NA,NA,NA,NA," ",1,1," ",0,0,1.295,0,NA,NA,NA,NA,10,7,7,NA,7,7,7,1,4,7,7,7,7,7,7,1,7,7,7,3,3,3,3,4,1,1,1,4,1,4,1,3,4,4,1,4,1,1,6.4,3,6.33333333333333,1,11.2142857142857,1,4,4,4,4,4,2,4,4,4,3.86666666666667,1,1
0,100,382,1,"anonymous","EN",1,18,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,5.815,0,NA,NA,NA,NA,4,3,4,NA,5,5,5,2,3,5,5,5,4,3,5,2,5,4,5,4,4,4,4,4,2,2,4,3,2,4,1,3,3,2,2,3,3,2,4.6,4,4.22222222222222,1,11.5714285714286,1,3,3,1,3,4,2,3,2,3,2.86666666666667,1,1
0,100,359,1,"anonymous","EN",2,18,1,NA,NA,NA,NA,NA," ",2,1," ",0,0,1.302,0,NA,NA,NA,NA,10,7,7,NA,7,6,6,4,2,5,6,6,2,5,7,1,4,3,6,4,4,4,4,4,1,1,2,4,1,4,1,3,4,3,1,3,2,1,5.2,4,4.44444444444444,1,11.2142857142857,1,4,4,3,4,4,2,4,3,4,3.6,1,1
